,index,station_id,latitude,longitude,datacoverage,mindate,maxdate,min_year,max_year,data_period
288,288,COOP:042111,32.73333,-115.96667,0.9426,1947-01-01,1970-02-01,1947,1970,23
289,289,COOP:042139,32.88333,-116.28333,1.0,1948-01-01,1985-08-01,1948,1985,37
290,290,COOP:042141,37.96667,-122.01667,0.036,1956-01-01,1956-08-01,1956,1956,0
291,291,COOP:042147,41.7958,-124.2147,1.0,1946-02-01,2012-12-01,1946,2012,66
292,292,COOP:042148,41.79417,-124.085,0.8519,1931-01-01,2002-05-01,1931,2002,71
293,293,COOP:042149,41.78028,-124.23667,0.6487,1950-03-01,1954-12-01,1950,1954,4
294,294,COOP:042150,41.76667,-124.2,1.0,1948-01-01,1984-01-01,1948,1984,36
295,295,COOP:042162,34.25,-117.3,0.9752,1948-01-01,1952-11-01,1948,1952,4
296,296,COOP:042163,34.23333,-117.26667,0.027,1952-10-01,1966-05-01,1952,1966,14
297,297,COOP:042164,34.2393,-117.2988,0.0197,1966-04-01,2014-01-01,1966,2014,48
298,298,COOP:042173,37.8,-119.9,0.9135,1948-01-01,1952-10-01,1948,1952,4
299,299,COOP:042177,38.03333,-122.21667,1.0,1918-01-01,1977-02-01,1918,1977,59
300,300,COOP:042198,34.3175,-117.8419,0.8584,1959-11-01,2013-12-01,1959,2013,54
301,301,COOP:042199,34.33333,-117.83333,1.0,1955-01-01,1959-10-01,1955,1959,4
302,302,COOP:042214,34.005,-118.4139,0.9702,1935-01-01,2015-11-01,1935,2015,80
303,303,COOP:042218,39.83333,-123.63333,0.9753,1931-01-01,1981-06-01,1931,1981,50
304,304,COOP:042224,38.95,-122.86667,1.0,1956-01-01,1963-12-01,1956,1963,7
305,305,COOP:042236,34.93333,-119.61667,0.9715,1944-11-01,1973-12-01,1944,1973,29
306,306,COOP:042239,32.9897,-116.5872,0.9961,1887-07-01,2015-11-01,1887,2015,128
307,307,COOP:042248,34.98333,-119.66667,0.9496,1948-01-01,1970-06-01,1948,1970,22
308,308,COOP:042249,34.85,-119.48333,0.9175,1938-09-01,1967-04-01,1938,1967,29
309,309,COOP:042255,34.86111,-116.85556,0.0059,1953-03-01,2010-02-01,1953,2010,57
310,310,COOP:042257,34.8536,-116.7858,0.9907,1943-12-01,2015-11-01,1943,2015,72
311,311,COOP:042269,41.1,-121.51667,0.9806,1959-05-01,1976-09-01,1959,1976,17
312,312,COOP:042290,37.01667,-122.2,1.0,1960-09-01,1977-06-01,1960,1977,17
313,313,COOP:042294,38.5349,-121.7761,0.9837,1908-06-01,2015-11-01,1908,2015,107
314,314,COOP:042296,41.73333,-120.36667,0.9995,1959-05-01,1969-12-01,1959,1969,10
315,315,COOP:042306,41.21151,-121.37383,1.0,1948-01-01,2014-01-01,1948,2014,66
316,316,COOP:042319,36.4626,-116.8672,0.9924,1961-04-01,2015-11-01,1961,2015,54
317,317,COOP:042327,33.6513,-116.3763,0.9717,1963-01-01,2015-11-01,1963,2015,52
318,318,COOP:042330,37.43333,-118.16667,0.4319,1948-01-01,1951-08-21,1948,1951,3
319,319,COOP:042331,37.3738,-117.9802,0.8872,1948-05-01,2007-05-01,1948,2007,59
320,320,COOP:042334,39.3,-120.85,1.0,1931-01-01,1969-12-01,1931,1969,38
321,321,COOP:042338,39.3,-120.83333,0.9762,1970-01-01,1994-05-01,1970,1994,24
322,322,COOP:042346,35.7683,-119.26,0.9767,1940-11-01,2015-11-01,1940,2015,75
323,323,COOP:042362,36.6,-121.86667,0.9318,1931-01-01,1995-07-01,1931,1995,64
324,324,COOP:042369,37.41667,-121.38333,0.9765,1959-11-01,1977-06-01,1959,1977,18
325,325,COOP:042379,40.95,-122.41667,1.0,1975-11-01,1978-04-01,1975,1978,3
326,326,COOP:042389,37.56667,-120.78333,0.9938,1931-01-01,1984-06-01,1931,1984,53
327,327,COOP:042402,39.8716,-121.6108,0.9824,1931-01-01,2015-11-01,1931,2015,84
328,328,COOP:042406,32.85,-116.61667,0.9975,1932-07-01,1998-03-01,1932,1998,66
329,329,COOP:042410,33.7377,-115.3925,0.9439,2004-02-01,2015-11-01,2004,2015,11
330,330,COOP:042432,34.0,-117.8,0.9783,1948-01-01,1985-12-01,1948,1985,37
331,331,COOP:042444,36.55,-119.38333,1.0,1931-01-01,1945-12-01,1931,1945,14
332,332,COOP:042456,39.3575,-121.2011,0.8777,1970-06-01,2009-03-01,1970,2009,39
333,333,COOP:042458,39.33333,-121.2,1.0,1931-01-01,1970-05-01,1931,1970,39
334,334,COOP:042465,38.33333,-119.96667,0.9969,1959-06-01,1960-08-01,1959,1960,1
335,335,COOP:042467,39.3239,-120.2331,0.9839,1953-10-01,2015-11-01,1953,2015,62
336,336,COOP:042470,39.31667,-120.33333,0.9301,1948-05-01,1951-11-01,1948,1951,3
337,337,COOP:042490,39.71667,-123.35,0.9815,1931-01-01,1967-01-01,1931,1967,36
338,338,COOP:042494,33.9297,-118.1455,0.9096,1931-01-01,2012-12-01,1931,2012,81
339,339,COOP:042500,39.5633,-120.8238,0.9377,1939-09-01,2015-11-01,1939,2015,76
340,340,COOP:042504,40.0267,-120.1055,0.9402,1931-01-01,2015-11-01,1931,2015,84
341,341,COOP:042506,39.9717,-120.0828,0.9972,1956-07-01,2015-11-01,1956,2015,59
342,342,COOP:042516,34.48333,-118.53333,0.9887,1931-01-01,1990-01-01,1931,1990,59
343,343,COOP:042537,35.83333,-120.03333,0.9905,1931-01-01,1939-05-01,1931,1939,8
344,344,COOP:042539,37.75,-120.1,0.9506,1931-01-01,1976-06-01,1931,1976,45
345,345,COOP:042557,36.75,-119.11667,1.0,1937-07-01,1947-06-01,1937,1947,10
346,346,COOP:042559,36.71667,-119.11667,0.8534,1948-03-01,1949-05-19,1948,1949,1
347,347,COOP:042568,38.88333,-121.96667,0.9917,1939-01-01,1978-12-01,1939,1978,39
348,348,COOP:042570,35.05,-116.43333,0.9999,1959-08-01,1971-08-01,1959,1971,12
349,349,COOP:042572,41.21667,-122.26667,1.0,1939-01-01,1978-06-01,1939,1978,39
350,350,COOP:042574,41.1831,-122.28167,1.0,1978-07-01,2015-11-01,1978,2015,37
351,351,COOP:042580,38.2,-122.3,1.0,1955-11-01,1977-06-01,1955,1977,22
352,352,COOP:042595,40.5,-120.65,0.9987,1959-05-01,1961-03-01,1959,1961,2
353,353,COOP:042598,33.8089,-115.4508,0.997,1933-09-01,2015-11-01,1933,2015,82
354,354,COOP:042640,39.35917,-122.51778,0.9977,1931-01-01,2003-08-01,1931,2003,72
355,355,COOP:042643,34.33333,-117.83333,1.0,1932-01-01,1954-12-01,1932,1954,22
356,356,COOP:042655,33.96667,-118.03333,1.0,1931-01-01,1950-06-01,1931,1950,19
357,357,COOP:042671,38.78333,-120.03333,0.3761,1944-11-01,1994-03-01,1944,1994,50
358,358,COOP:042705,32.78333,-116.91667,0.9914,1931-01-01,1959-10-01,1931,1959,28
359,359,COOP:042706,32.8005,-116.928,0.9242,1979-09-01,2015-11-01,1979,2015,36
360,360,COOP:042709,32.8856,-116.8149,0.9533,1935-09-01,2015-11-01,1935,2015,80
361,361,COOP:042713,32.7669,-115.5617,0.992,1932-03-01,2015-11-01,1932,2015,83
362,362,COOP:042728,38.33056,-120.67056,0.9775,1931-01-01,1997-07-01,1931,1997,66
363,363,COOP:042731,37.5,-122.45,1.0,1953-02-01,1953-04-01,1953,1953,0
364,364,COOP:042734,34.66667,-118.43333,0.9999,1931-08-01,1954-12-01,1931,1954,23
365,365,COOP:042735,34.6,-118.56667,0.9999,1955-01-01,1972-10-01,1955,1972,17
366,366,COOP:042749,41.988,-123.7183,0.9825,1938-01-01,2014-01-01,1938,2014,76
367,367,COOP:042756,37.9355,-119.2305,0.8635,1931-01-01,2009-09-01,1931,2009,78
368,368,COOP:042760,38.2177,-121.2013,0.9851,1926-07-01,1993-10-01,1926,1993,67
369,369,COOP:042771,34.5891,-117.6302,0.9682,1971-05-01,2010-10-01,1971,2010,39
370,370,COOP:042775,33.8,-117.78333,1.0,1948-01-01,1977-10-01,1948,1977,29
371,371,COOP:042805,33.686,-117.3458,0.9667,1931-01-01,2015-11-01,1931,2015,84
372,372,COOP:042811,33.63333,-117.26667,1.0,1948-01-01,1956-12-01,1948,1956,8
373,373,COOP:042812,33.61667,-117.31667,0.0176,1956-11-01,1966-02-01,1956,1966,10
374,374,COOP:042831,39.30333,-120.65083,0.8408,2000-09-01,2001-02-01,2000,2001,1
375,375,COOP:042862,33.11667,-117.08333,0.9949,1931-01-01,1979-06-01,1931,1979,48
376,376,COOP:042863,33.121,-117.09,0.9043,1964-11-01,2015-11-01,1964,2015,51
377,377,COOP:042869,33.121,-117.09,0.0208,1958-05-01,1964-12-01,1958,1964,6
378,378,COOP:042871,33.121,-117.09,0.991,1931-01-01,1958-06-01,1931,1958,27
379,379,COOP:042895,34.13167,-117.52389,0.9116,1948-01-01,2001-06-01,1948,2001,53
380,380,COOP:042899,41.45738,-122.89941,0.9783,1948-01-01,2014-01-01,1948,2014,66
381,381,COOP:042910,40.8097,-124.1602,0.9765,1931-01-01,2015-11-01,1931,2015,84
382,382,COOP:042920,37.585,-120.2672,0.9577,1950-12-01,2015-11-01,1950,2015,65
383,383,COOP:042922,36.35,-119.06667,1.0,1948-01-01,1988-09-01,1948,1988,40
384,384,COOP:042933,38.25,-122.05,0.9338,1948-01-01,1972-02-01,1948,1972,24
385,385,COOP:042934,38.2736,-122.0677,0.9987,1950-12-01,2015-11-01,1950,2015,65
386,386,COOP:042935,38.288,-122.0344,0.0196,1972-01-01,2014-01-01,1972,2014,42
387,387,COOP:042941,34.705,-118.4297,0.9716,1931-01-01,2015-11-01,1931,2015,84
388,388,COOP:042958,33.35,-117.25,1.0,1948-01-01,1992-11-01,1948,1992,44
389,389,COOP:042964,41.008,-121.435,0.5967,1931-01-01,2015-11-01,1931,2015,84
390,390,COOP:042994,39.6,-121.26667,0.5042,1938-12-01,1975-06-01,1938,1975,37
391,391,COOP:043004,37.05056,-122.075,0.9583,2000-09-01,2008-08-01,2000,2008,8
392,392,COOP:043020,40.35,-122.45,0.9894,1952-01-01,1987-02-01,1952,1987,35
393,393,COOP:043025,40.5,-124.33333,0.9171,1959-12-01,1971-12-01,1959,1971,12
394,394,COOP:043030,40.6,-124.28333,0.9995,1963-03-01,1973-12-01,1963,1973,10
395,395,COOP:043038,38.5236,-120.7061,0.9754,1937-12-01,2015-11-01,1937,2015,78
396,396,COOP:043045,34.75,-119.98333,0.006,1948-07-01,1948-09-02,1948,1948,0
397,397,COOP:043048,34.7344,-120.0069,0.9099,1948-02-01,2013-01-01,1948,2013,65
398,398,COOP:043050,34.4,-118.93333,1.0,1959-06-01,1977-06-01,1959,1977,18
399,399,COOP:043055,39.01667,-122.86667,1.0,1956-01-01,1963-12-24,1956,1963,7
400,400,COOP:043056,38.96667,-122.86667,0.8219,1957-12-01,1963-12-01,1957,1963,6
401,401,COOP:043057,38.96667,-122.95,1.0,1957-11-01,1963-12-27,1957,1963,6
402,402,COOP:043069,37.48333,-119.63333,1.0,1971-01-01,1971-12-01,1971,1971,0
403,403,COOP:043083,36.3642,-120.1561,0.959,1948-12-01,2015-11-01,1948,2015,67
404,404,COOP:043087,40.36667,-120.31667,1.0,1959-06-01,1977-06-01,1959,1977,18
405,405,COOP:043093,37.27389,-118.97333,0.9116,1948-01-01,2010-07-01,1948,2010,62
406,406,COOP:043111,38.68333,-121.18333,1.0,1904-08-01,1955-12-01,1904,1955,51
407,407,COOP:043113,38.7,-121.16667,0.9889,1955-10-01,1993-04-01,1955,1993,38
408,408,COOP:043117,34.1,-117.41667,0.9945,1931-01-01,1945-11-01,1931,1945,14
409,409,COOP:043118,34.18333,-117.45,0.9999,1953-04-01,1984-09-01,1953,1984,31
410,410,COOP:043120,34.08333,-117.51667,0.9998,1951-03-01,1984-08-01,1951,1984,33
411,411,COOP:043130,40.38333,-123.33333,0.9023,1931-01-01,1985-07-01,1931,1985,54
412,412,COOP:043134,39.01,-120.8455,0.9445,1937-12-01,2015-11-01,1937,2015,78
413,413,COOP:043151,41.26667,-123.31667,0.7414,1960-09-01,1972-07-01,1960,1972,12
414,414,COOP:043157,41.8715,-120.1574,0.9755,1931-01-01,2015-11-01,1931,2015,84
415,415,COOP:043161,39.5091,-123.7566,0.9853,1931-01-01,2015-11-01,1931,2015,84
416,416,COOP:043164,39.4,-123.81667,0.9922,1940-03-01,1985-03-01,1940,1985,45
417,417,COOP:043173,41.86667,-124.15,0.8318,1951-11-01,1988-12-01,1951,1988,37
418,418,COOP:043176,41.58333,-122.71667,1.0,1948-01-01,1976-12-01,1948,1976,28
419,419,COOP:043182,41.60104,-122.84775,0.9593,1936-02-01,2015-11-01,1936,2015,79
420,420,COOP:043186,36.68333,-121.76667,0.9999,1968-04-01,1978-12-01,1968,1978,10
421,421,COOP:043191,38.515,-123.2447,0.9657,1931-01-01,2015-11-01,1931,2015,84
422,422,COOP:043194,40.2183,-123.6322,0.0272,1972-01-01,2014-01-01,1972,2014,42
423,423,COOP:043204,40.43333,-121.73333,0.7275,1952-01-01,1958-05-01,1952,1958,6
424,424,COOP:043215,34.82722,-118.96528,0.8416,2008-04-01,2012-12-01,2008,2012,4
425,425,COOP:043219,34.7333,-119.1038,0.0135,1994-03-01,2014-01-01,1994,2014,20
426,426,COOP:043232,37.05,-121.81667,0.0467,1952-11-01,1974-12-01,1952,1974,22
427,427,COOP:043242,40.7,-122.63333,0.9623,1952-01-01,1982-11-01,1952,1982,30
428,428,COOP:043244,37.5422,-122.0158,0.9872,1996-06-01,2015-11-01,1996,2015,19
429,429,COOP:043256,36.7672,-119.7092,0.9903,1999-01-01,2015-11-01,1999,2015,16
430,430,COOP:043257,36.78,-119.7194,1.0,1931-01-01,2015-11-01,1931,2015,84
431,431,COOP:043261,36.9969,-119.7072,0.9897,1935-01-01,2015-11-01,1935,2015,80
432,432,COOP:043279,33.9,-117.91667,0.9965,1941-10-01,1965-12-01,1941,1965,24
433,433,COOP:043282,33.91667,-117.86667,0.9902,1941-12-01,1958-12-01,1941,1958,17
434,434,COOP:043285,33.8963,-117.888,1.0,1941-11-01,2013-12-20,1941,2013,72
435,435,COOP:043288,33.88333,-117.91667,0.9999,1933-03-01,1976-12-01,1933,1976,43
436,436,COOP:043320,40.1,-123.8,0.8688,1938-12-01,1985-03-01,1938,1985,47
437,437,COOP:043338,38.83333,-120.85,0.9903,1946-11-01,1972-07-01,1946,1972,26
438,438,COOP:043357,41.8452,-123.9647,0.9879,1940-05-01,2015-11-01,1940,2015,75
439,439,COOP:043369,37.7519,-119.1402,0.8688,1931-01-01,2009-09-01,1931,2009,78
440,440,COOP:043381,38.91667,-120.83333,1.0,1937-12-01,1968-01-01,1937,1968,31
441,441,COOP:043383,38.91667,-120.68333,0.9925,1952-08-01,1952-10-01,1952,1952,0
442,442,COOP:043384,38.933,-120.8008,0.9747,1946-11-01,2015-11-01,1946,2015,69
443,443,COOP:043387,37.36667,-121.48333,1.0,1960-07-01,1977-06-01,1960,1977,17
444,444,COOP:043392,34.0869,-118.4794,0.9523,2000-01-01,2013-12-01,2000,2013,13
445,445,COOP:043397,36.56667,-118.76667,0.9934,1931-01-01,1968-12-28,1931,1968,37
446,446,COOP:043401,34.51667,-119.7,0.9438,1941-06-01,1959-02-01,1941,1959,18
447,447,COOP:043402,34.5225,-119.6822,0.9684,1958-01-01,2015-11-01,1958,2015,57
448,448,COOP:043405,41.01667,-122.4,1.0,1965-04-01,1977-06-01,1965,1977,12
449,449,COOP:043410,32.81667,-116.96667,1.0,1959-11-01,1979-07-01,1959,1979,20
450,450,COOP:043417,37.003,-121.5608,0.9744,1957-05-01,2015-11-01,1957,2015,58
451,451,COOP:043419,37.0327,-121.4316,0.9783,1948-01-01,2014-01-01,1948,2014,66
452,452,COOP:043421,37.11667,-121.36667,0.9994,1951-06-01,1955-12-01,1951,1955,4
453,453,COOP:043422,37.1,-121.33333,0.7856,1940-11-01,1976-07-01,1940,1976,36
454,454,COOP:043430,34.16667,-118.6,0.9961,1931-01-01,1952-08-01,1931,1952,21
455,455,COOP:043434,33.05,-114.98333,1.0,1962-01-01,1963-12-01,1962,1963,1
456,456,COOP:043450,34.15,-118.26667,1.0,1931-01-01,1971-08-01,1931,1971,40
457,457,COOP:043452,34.1472,-117.8472,0.9396,1931-01-01,2010-12-01,1931,2010,79
458,458,COOP:043463,35.7269,-118.7006,0.9845,1951-06-01,2015-11-01,1951,2015,64
459,459,COOP:043465,35.725,-118.67972,0.8893,1948-01-01,2007-01-01,1948,2007,59
460,460,COOP:043468,35.7,-118.73333,0.992,1931-01-01,1951-05-01,1931,1951,20
461,461,COOP:043489,32.88333,-114.86667,0.9872,1964-01-01,1996-04-01,1964,1996,32
462,462,COOP:043491,39.165,-120.8566,0.9548,1938-07-01,2015-11-01,1938,2015,77
463,463,COOP:043498,35.2813,-116.7844,0.9496,1973-07-01,2006-07-01,1973,2006,33
464,464,COOP:043502,36.53333,-121.28333,1.0,1948-01-01,1976-05-01,1948,1976,28
465,465,COOP:043510,41.86667,-120.5,0.9987,1959-05-01,1962-12-01,1959,1962,3
466,466,COOP:043551,36.73751,-118.96197,0.9934,1940-07-01,2015-11-01,1940,2015,75
467,467,COOP:043564,41.63333,-122.2,0.7474,1960-09-01,1967-11-01,1960,1967,7
468,468,COOP:043571,39.21667,-121.06667,0.9977,1931-01-01,1966-10-01,1931,1966,35
469,469,COOP:043572,39.23333,-121.03333,1.0,1950-10-01,1960-11-01,1950,1960,10
470,470,COOP:043573,39.2041,-121.068,0.9848,1966-09-01,2015-11-01,1966,2015,49
471,471,COOP:043574,39.2041,-121.068,0.0693,1960-10-01,1962-08-01,1960,1962,2
472,472,COOP:043578,38.4305,-122.8647,1.0,1931-01-01,2015-11-01,1931,2015,84
473,473,COOP:043593,36.25,-121.43333,0.9925,1948-06-01,1948-08-01,1948,1948,0
474,474,COOP:043599,35.73333,-118.55,0.8316,1951-03-01,1952-02-01,1951,1952,1
475,475,COOP:043603,36.4626,-116.8672,0.9863,1931-01-01,1961-03-01,1931,1961,30
476,476,COOP:043614,41.5519,-122.9236,0.95,1943-05-01,2008-05-01,1943,2008,65
477,477,COOP:043621,40.1408,-120.9505,0.9342,1943-11-01,2008-05-01,1943,2008,65
478,478,COOP:043639,39.36667,-121.7,0.9998,1943-05-01,1955-09-01,1943,1955,12
479,479,COOP:043647,40.4863,-123.9088,0.9506,1979-12-01,2013-05-01,1979,2013,34
480,480,COOP:043649,38.63333,-120.51667,0.9783,1948-01-01,1967-12-01,1948,1967,19
481,481,COOP:043650,38.15,-121.96667,0.9748,1971-01-01,1977-06-01,1971,1977,6
482,482,COOP:043652,37.85,-122.2,0.9998,1943-07-01,1960-05-01,1943,1960,17
483,483,COOP:043666,37.83333,-120.21667,0.9549,1931-01-01,1954-12-01,1931,1954,23
484,484,COOP:043669,37.8444,-120.2258,0.2798,1948-01-01,2015-11-01,1948,2015,67
485,485,COOP:043672,37.823,-120.0983,0.981,1955-07-01,2008-05-01,1955,2008,53
486,486,COOP:043683,38.5036,-122.998,0.9974,1939-12-01,1971-04-01,1939,1971,32
487,487,COOP:043684,38.50389,-122.99694,0.7553,1971-04-01,1983-02-01,1971,1983,12
488,488,COOP:043690,33.35,-116.01667,0.9965,1987-03-01,1988-12-01,1987,1988,1
489,489,COOP:043703,34.26667,-118.26667,0.998,1931-01-01,1970-06-01,1931,1970,39
490,490,COOP:043704,34.26667,-118.25,0.9982,1931-01-01,1979-01-01,1931,1979,48
491,491,COOP:043710,36.1388,-117.9527,0.9825,1931-01-01,2011-12-01,1931,2011,80
492,492,COOP:043714,37.4725,-122.4433,0.976,1939-07-01,2015-11-01,1939,2015,76
493,493,COOP:043725,40.26667,-121.08333,0.0485,1953-04-01,1985-11-01,1953,1985,32
494,494,COOP:043729,39.73333,-122.01667,0.9036,1931-01-01,1956-01-01,1931,1956,25
495,495,COOP:043734,38.06667,-122.51667,0.9974,1934-02-01,1964-02-01,1934,1964,30
496,496,COOP:043735,38.05,-122.5,0.9608,1955-05-01,1959-08-01,1955,1959,4
497,497,COOP:043747,36.3158,-119.637,0.9922,1931-01-01,2015-11-01,1931,2015,84
498,498,COOP:043751,34.2608,-118.3863,0.996,1939-12-01,2012-12-01,1939,2012,73
499,499,COOP:043761,41.79612,-123.37469,0.9287,1914-03-01,2015-11-01,1914,2015,101
500,500,COOP:043787,34.76667,-120.41667,0.6199,1948-01-01,1964-08-01,1948,1964,16
501,501,COOP:043791,40.3636,-122.965,0.9808,1943-11-01,2014-01-01,1943,2014,71
502,502,COOP:043800,39.2372,-121.2666,0.9793,1955-07-01,2015-11-01,1955,2015,60
503,503,COOP:043817,40.85,-121.76667,0.9996,1957-03-01,1960-06-01,1957,1960,3
504,504,COOP:043821,40.8,-121.5,0.956,1948-01-01,1978-11-01,1948,1978,30
505,505,COOP:043824,40.9316,-121.5433,0.9372,1931-01-01,2015-11-01,1931,2015,84
506,506,COOP:043841,37.95,-122.1,0.0392,1956-01-01,1958-07-01,1956,1958,2
507,507,COOP:043855,33.7044,-115.6289,0.9949,1933-07-01,2015-11-01,1933,2015,82
508,508,COOP:043859,40.5524,-123.2122,0.8528,1931-01-01,2006-10-01,1931,2006,75
509,509,COOP:043861,37.6542,-122.115,1.0,2000-09-01,2015-11-01,2000,2015,15
510,510,COOP:043863,37.66667,-122.0,1.0,1948-01-01,1988-06-01,1948,1988,40
511,511,COOP:043875,38.62935,-122.86646,0.9949,1931-01-01,2012-12-01,1931,2012,81
512,512,COOP:043878,38.63333,-122.86667,1.0,1948-01-01,1996-09-01,1948,1996,48
513,513,COOP:043882,35.6841,-121.1683,1.0,1999-12-01,2015-11-01,1999,2015,16
514,514,COOP:043891,39.0583,-120.415,0.0249,1954-01-22,2014-01-01,1954,2014,60
515,515,COOP:043893,36.48333,-120.03333,1.0,1931-01-01,1943-04-01,1931,1943,12
516,516,COOP:043896,33.7381,-116.8939,0.9899,1941-07-01,2015-11-01,1941,2015,74
517,517,COOP:043899,33.6755,-116.6794,1.0,1948-01-01,1961-07-01,1948,1961,13
518,518,COOP:043914,33.2372,-116.7614,0.9966,1942-07-01,2015-11-01,1942,2015,73
519,519,COOP:043925,36.41667,-120.91667,1.0,1940-07-01,1980-07-01,1940,1980,40
520,520,COOP:043928,36.3052,-120.7047,0.8893,1948-01-01,2014-01-01,1948,2014,66
521,521,COOP:043935,34.41667,-117.3,1.0,1959-06-01,1977-06-01,1959,1977,18
522,522,COOP:043939,37.9613,-119.783,0.9696,1931-01-01,2015-11-01,1931,2015,84
523,523,COOP:043946,39.03333,-121.1,0.9949,1961-06-01,1977-06-01,1961,1977,16
524,524,COOP:043953,37.05,-121.81667,0.956,1948-01-01,1952-12-01,1948,1952,4
525,525,COOP:043955,38.93333,-122.9,0.7904,1956-05-01,1961-06-01,1956,1961,5
526,526,COOP:043987,42.0,-122.63333,0.9595,1939-08-01,1984-12-01,1939,1984,45
527,527,COOP:044010,38.85,-122.71667,0.9904,1939-10-01,1974-06-01,1939,1974,35
528,528,COOP:044014,33.05,-117.13333,1.0,1940-09-01,1962-05-01,1940,1962,22
529,529,COOP:044017,34.21667,-118.03333,0.986,1931-01-01,1978-06-01,1931,1978,47
530,530,COOP:044022,36.83333,-121.41667,0.9962,1931-01-01,1974-12-01,1931,1974,43
531,531,COOP:044025,36.8483,-121.4213,0.5804,1948-01-01,2015-11-01,1948,2015,67
532,532,COOP:044035,36.91028,-121.255,0.02,1962-03-01,2000-02-01,1962,2000,38
533,533,COOP:044056,37.16667,-122.03333,0.9014,1949-11-01,1957-05-01,1949,1957,8
534,534,COOP:044074,40.2375,-124.1322,0.9998,1959-11-01,2014-01-01,1959,2014,55
535,535,COOP:044082,41.05,-123.66667,0.794,1948-01-01,1983-12-01,1948,1983,35
536,536,COOP:044084,41.03333,-123.65,0.8527,1954-11-01,1967-10-01,1954,1967,13
537,537,COOP:044089,41.0483,-123.6755,1.0,1971-01-01,2014-01-01,1971,2014,43
538,538,COOP:044097,39.01667,-123.0,0.9116,1948-01-01,1976-10-01,1948,1976,28
539,539,COOP:044100,39.01667,-123.11667,0.9866,1943-09-01,1968-06-01,1943,1968,25
540,540,COOP:044113,34.61667,-119.85,0.8234,1948-01-01,1958-06-01,1948,1958,10
541,541,COOP:044144,35.08333,-120.38333,1.0,1948-01-01,1993-07-01,1948,1993,45
542,542,COOP:044166,40.18333,-122.55,1.0,1960-09-01,1970-09-01,1960,1970,10
543,543,COOP:044170,38.2,-120.36667,1.0,1959-06-01,1975-04-01,1959,1975,16
544,544,COOP:044176,37.2275,-119.22056,0.979,1931-01-01,2010-07-01,1931,2010,79
545,545,COOP:044181,33.6755,-116.6794,0.0192,1961-06-01,2010-10-01,1961,2010,49
546,546,COOP:044187,36.2,-120.1,1.0,1940-12-01,1952-05-01,1940,1952,12
547,547,COOP:044191,40.6161,-123.4566,0.192,1948-01-01,2014-01-01,1948,2014,66
548,548,COOP:044202,41.9,-123.76667,0.9999,1959-05-01,1977-06-01,1959,1977,18
549,549,COOP:044204,36.41667,-120.66667,0.9982,1931-01-01,1976-12-01,1931,1976,45
550,550,COOP:044208,33.75,-116.7,0.956,1948-01-01,1952-07-01,1948,1952,4
551,551,COOP:044211,33.7572,-116.7066,0.985,1943-10-01,2015-11-01,1943,2015,72
552,552,COOP:044223,32.8488,-115.5666,0.9971,1931-01-01,2015-11-01,1931,2015,84
553,553,COOP:044224,32.83417,-115.57861,1.0,1962-02-01,1978-05-01,1962,1978,16
554,554,COOP:044227,32.96667,-115.18333,0.9984,1995-03-01,1997-11-01,1995,1997,2
555,555,COOP:044232,36.798,-118.2036,0.9892,1931-01-01,2015-11-01,1931,2015,84
556,556,COOP:044235,36.76667,-118.33333,0.789,1948-12-01,1971-06-01,1948,1971,23
557,557,COOP:044249,39.08333,-122.56667,0.9359,1948-05-01,1952-03-01,1948,1952,4
558,558,COOP:044255,41.7019,-121.5011,0.9989,1948-08-01,1949-12-01,1948,1949,1
559,559,COOP:044259,33.7086,-116.2152,0.9347,1905-01-01,2015-11-01,1905,2015,110
560,560,COOP:044274,40.0,-121.53333,0.8691,1931-06-01,1954-09-15,1931,1954,23
561,561,COOP:044278,35.6513,-117.8213,0.9109,1941-01-01,2012-12-01,1941,2012,71
562,562,COOP:044280,35.6875,-117.6931,0.988,1944-02-01,1978-06-01,1944,1978,34
563,563,COOP:044283,38.35,-120.93333,1.0,1959-10-01,1977-06-01,1959,1977,18
564,564,COOP:044288,39.118,-120.8405,0.9423,1939-11-01,2007-08-01,1939,2007,68
565,565,COOP:044297,34.1472,-115.1219,0.9969,1935-01-01,2015-11-01,1935,2015,80
566,566,COOP:044303,33.72,-117.723,0.9594,2003-08-01,2015-11-01,2003,2015,12
567,567,COOP:044351,38.1,-120.86667,0.9274,1931-01-01,1943-07-01,1931,1943,12
568,568,COOP:044374,41.2683,-120.2947,0.9882,1931-01-01,2015-11-01,1931,2015,84
569,569,COOP:044387,35.38333,-117.63333,1.0,1949-05-01,1949-06-02,1949,1949,0
570,570,COOP:044389,35.96667,-118.53333,0.9489,1954-12-01,1979-04-01,1954,1979,25
571,571,COOP:044392,38.18333,-122.05,0.9799,1955-08-01,1959-09-01,1955,1959,4
